Item_Type,Item_ID,Purchase_ID,Sales_ID,Qty,Price,Cost,Supplier_ID,Warehouse_ID,Order_Date,Delivery_Date,Inventory_Valuation,Transfer_ID,Work_Order_ID,Purchase_Order_Qty,Sales_Order_Qty,Adjustment_Qty,Stock_Level,Stock_Check_Date,Customer_ID,Customer_Type,Shipping_ID,Region,Currency,Discount,Tax
Clothing,3810,835712,835288,41,637.39,564.76,4003,321,2023-01-06 00:00:00,2023-02-06 00:00:00,44750.58,472618,723469,53,51,36,514,2023-03-06 00:00:00,60095,Retail,776790,North America,GBP,28.69,14.01
Toys,4092,729309,704741,86,35.47,745.36,1778,116,2023-01-06 01:00:00,2023-02-06 01:00:00,33158.88,129324,391259,23,74,14,889,2023-03-06 01:00:00,88152,Retail,198422,Europe,USD,27.49,12.01
Food,4044,317912,261715,31,989.33,231.47,2874,298,2023-01-06 02:00:00,2023-02-06 02:00:00,24090.98,813199,199650,12,65,23,240,2023-03-06 02:00:00,21293,Distributor,700753,North America,JPY,0.19,10.57
Furniture,7071,390530,915659,63,302.98,59.63,1129,337,2023-01-06 03:00:00,2023-02-06 03:00:00,23411.4,469228,861164,21,95,-45,653,2023-03-06 03:00:00,63060,Distributor,441083,Asia,JPY,25.02,2.83
Electronics,8272,872092,385395,55,627.41,85.4,4994,336,2023-01-06 04:00:00,2023-02-06 04:00:00,41296.5,403128,160446,67,86,16,274,2023-03-06 04:00:00,18527,Wholesale,306736,Africa,USD,38.46,7.83
Toys,5673,690940,910670,61,290.71,450.18,4121,445,2023-01-06 05:00:00,2023-02-06 05:00:00,16085.56,289096,444008,23,85,32,464,2023-03-06 05:00:00,65646,Retail,934917,Asia,USD,30.3,14.6
Food,4514,456979,684332,85,399.6,830.4,655,344,2023-01-06 06:00:00,2023-02-06 06:00:00,7719.46,255259,147271,50,91,-22,200,2023-03-06 06:00:00,80105,Wholesale,595586,Asia,GBP,1.81,8.58
Toys,7192,984555,258795,36,553.75,884.08,1650,403,2023-01-06 07:00:00,2023-02-06 07:00:00,10097.81,947764,147943,26,11,28,535,2023-03-06 07:00:00,79466,Wholesale,919356,North America,GBP,46.47,1.21
Food,1144,379684,921405,40,615.73,188.52,776,320,2023-01-06 08:00:00,2023-02-06 08:00:00,4975.66,901322,143029,90,54,36,724,2023-03-06 08:00:00,56759,Retail,941307,Europe,GBP,39.39,7.82
Food,8507,999915,718580,23,772.75,141.01,3551,212,2023-01-06 09:00:00,2023-02-06 09:00:00,25885.28,508875,776600,96,72,-2,797,2023-03-06 09:00:00,70703,Distributor,426688,North America,EUR,11.84,2.73
Furniture,5857,920188,763873,26,793.77,321.36,1136,393,2023-01-06 10:00:00,2023-02-06 10:00:00,34185.65,757363,127772,45,56,-43,619,2023-03-06 10:00:00,79404,Wholesale,427960,Asia,EUR,26.22,0.79
Food,2377,236659,785585,18,523.52,420.18,1373,356,2023-01-06 11:00:00,2023-02-06 11:00:00,46765.27,794739,133487,34,80,38,581,2023-03-06 11:00:00,90099,Distributor,120879,Europe,USD,5.74,13.6
Toys,4146,576964,206371,79,84.97,728.22,4572,154,2023-01-06 12:00:00,2023-02-06 12:00:00,37789.93,837577,862847,41,92,37,122,2023-03-06 12:00:00,82616,Retail,893117,North America,JPY,17.16,8.97
Food,6024,836699,242377,34,562.21,698.27,1409,237,2023-01-06 13:00:00,2023-02-06 13:00:00,29572.43,784954,120579,32,43,1,309,2023-03-06 13:00:00,12399,Distributor,201759,Asia,GBP,2.09,2.38
Furniture,1793,189792,656010,86,482.8,830.79,520,471,2023-01-06 14:00:00,2023-02-06 14:00:00,43333.74,292544,270688,50,10,-39,944,2023-03-06 14:00:00,80794,Wholesale,743372,Europe,EUR,28.37,3.0
Furniture,6756,935471,880157,28,223.23,773.0,1039,410,2023-01-06 15:00:00,2023-02-06 15:00:00,44718.44,350782,706971,89,68,-50,845,2023-03-06 15:00:00,59767,Distributor,734267,Africa,JPY,4.04,2.44
Toys,5414,503485,177684,49,20.06,397.72,3480,194,2023-01-06 16:00:00,2023-02-06 16:00:00,35906.9,434199,365542,52,91,-47,232,2023-03-06 16:00:00,62395,Wholesale,491349,Africa,EUR,44.89,10.44
Clothing,2110,106088,155429,64,322.81,22.03,3183,224,2023-01-06 17:00:00,2023-02-06 17:00:00,3757.95,797871,521297,83,56,43,642,2023-03-06 17:00:00,33772,Retail,437984,Asia,USD,19.85,9.89
Clothing,6672,462793,702725,71,266.89,216.75,2324,123,2023-01-06 18:00:00,2023-02-06 18:00:00,15296.35,918221,728336,66,14,47,269,2023-03-06 18:00:00,27569,Retail,865165,North America,GBP,43.12,1.46
Food,5053,142044,326707,63,488.08,551.0,741,383,2023-01-06 19:00:00,2023-02-06 19:00:00,17473.11,378019,323271,43,87,9,730,2023-03-06 19:00:00,43998,Retail,823086,Africa,EUR,24.48,7.04
Electronics,4937,816748,273548,62,763.99,453.84,3553,191,2023-01-06 20:00:00,2023-02-06 20:00:00,49871.69,890018,104073,42,38,-8,698,2023-03-06 20:00:00,26086,Wholesale,621154,Africa,USD,8.7,4.02
Food,4963,241615,275325,42,444.65,219.94,4095,463,2023-01-06 21:00:00,2023-02-06 21:00:00,23743.97,759805,838671,66,62,46,725,2023-03-06 21:00:00,18737,Wholesale,587123,Europe,JPY,13.05,2.33
Toys,5942,103005,513924,24,952.05,122.78,895,150,2023-01-06 22:00:00,2023-02-06 22:00:00,38332.38,849842,641514,37,97,-7,985,2023-03-06 22:00:00,57131,Retail,144236,Europe,JPY,27.69,6.32
Toys,6897,399347,998853,35,229.1,198.33,4815,481,2023-01-06 23:00:00,2023-02-06 23:00:00,40876.07,812026,458922,60,20,-21,977,2023-03-06 23:00:00,33227,Retail,203938,Asia,GBP,5.65,8.17
Toys,9974,378364,820323,77,228.74,237.47,3797,299,2023-01-07 00:00:00,2023-02-07 00:00:00,33009.75,455612,180844,69,31,-11,652,2023-03-07 00:00:00,59717,Retail,847710,Europe,JPY,8.97,0.23
Toys,2116,208991,914053,55,608.41,781.23,2906,256,2023-01-07 01:00:00,2023-02-07 01:00:00,1895.55,250005,811720,16,54,-38,341,2023-03-07 01:00:00,25898,Retail,374941,Africa,USD,46.11,6.82
Toys,2750,132696,523217,49,897.3,640.68,1000,246,2023-01-07 02:00:00,2023-02-07 02:00:00,1948.12,864784,896675,11,84,-21,183,2023-03-07 02:00:00,21949,Retail,986837,Africa,EUR,9.1,8.74
Furniture,5027,835043,591323,77,675.14,499.34,4042,192,2023-01-07 03:00:00,2023-02-07 03:00:00,41120.12,301963,521336,44,71,-32,571,2023-03-07 03:00:00,35557,Retail,972990,North America,GBP,27.37,9.29
Clothing,6745,670669,376364,95,676.94,23.74,3922,478,2023-01-07 04:00:00,2023-02-07 04:00:00,37222.76,818672,109218,57,30,-31,846,2023-03-07 04:00:00,46999,Retail,744528,Asia,EUR,24.82,3.3
Toys,6064,622779,976662,59,808.22,739.97,4456,306,2023-01-07 05:00:00,2023-02-07 05:00:00,27269.71,802016,784407,16,63,-13,234,2023-03-07 05:00:00,37676,Wholesale,410024,Asia,USD,0.05,1.93
Electronics,6938,860292,951554,83,671.99,499.45,3328,104,2023-01-07 06:00:00,2023-02-07 06:00:00,13194.42,694196,252393,86,45,12,545,2023-03-07 06:00:00,99080,Wholesale,239418,Europe,JPY,32.39,14.0
Electronics,4397,231148,181757,93,761.75,566.47,1286,191,2023-01-07 07:00:00,2023-02-07 07:00:00,5248.97,391552,184811,76,77,17,106,2023-03-07 07:00:00,74543,Distributor,970319,Asia,EUR,34.04,13.56
Electronics,9265,466200,205385,22,867.47,63.75,2761,410,2023-01-07 08:00:00,2023-02-07 08:00:00,9049.15,149334,225089,98,26,-28,144,2023-03-07 08:00:00,60560,Retail,118718,Africa,JPY,9.41,3.26
Electronics,2359,250018,430051,85,17.83,734.29,3039,145,2023-01-07 09:00:00,2023-02-07 09:00:00,29435.86,877816,442603,80,11,38,593,2023-03-07 09:00:00,75346,Distributor,978399,North America,EUR,23.27,10.91
Furniture,5853,576708,794430,61,886.77,749.67,721,242,2023-01-07 10:00:00,2023-02-07 10:00:00,27745.51,837802,910548,71,29,-40,906,2023-03-07 10:00:00,76361,Wholesale,468497,North America,JPY,45.95,7.94
Electronics,2941,909903,139150,80,223.11,795.59,2423,349,2023-01-07 11:00:00,2023-02-07 11:00:00,47122.08,444674,714693,64,64,-20,501,2023-03-07 11:00:00,81032,Retail,674307,North America,GBP,49.68,11.17
Toys,4148,475442,614443,30,912.98,477.64,1607,323,2023-01-07 12:00:00,2023-02-07 12:00:00,47906.56,670787,160756,31,20,25,951,2023-03-07 12:00:00,50497,Retail,653152,Europe,EUR,44.58,11.85
Food,8933,554747,341983,69,273.52,357.67,2591,266,2023-01-07 13:00:00,2023-02-07 13:00:00,29224.34,235206,187798,37,75,-10,580,2023-03-07 13:00:00,72982,Retail,697469,Asia,GBP,3.59,6.93
Electronics,2285,531954,423406,60,460.69,70.38,2111,417,2023-01-07 14:00:00,2023-02-07 14:00:00,42230.2,714961,891555,14,54,47,116,2023-03-07 14:00:00,17001,Wholesale,491922,Europe,USD,47.73,13.8
Furniture,7474,271792,209756,6,934.54,178.53,4448,296,2023-01-07 15:00:00,2023-02-07 15:00:00,40800.23,512443,963946,75,61,6,507,2023-03-07 15:00:00,38378,Distributor,347981,Asia,JPY,46.5,7.98
Furniture,1770,456817,581588,85,118.65,206.88,660,429,2023-01-07 16:00:00,2023-02-07 16:00:00,37866.45,167603,197865,57,34,-21,156,2023-03-07 16:00:00,35746,Retail,629577,Europe,USD,16.19,1.78
Electronics,2843,614513,651449,11,747.83,61.11,1900,258,2023-01-07 17:00:00,2023-02-07 17:00:00,22429.56,789830,717414,65,22,29,474,2023-03-07 17:00:00,59593,Distributor,715493,Europe,JPY,19.64,11.39
Food,1073,910872,252252,24,398.52,143.17,4903,250,2023-01-07 18:00:00,2023-02-07 18:00:00,20080.91,718986,859624,45,26,45,822,2023-03-07 18:00:00,64379,Distributor,168283,North America,GBP,19.99,12.01
Electronics,2660,374006,312473,92,33.86,798.69,4712,323,2023-01-07 19:00:00,2023-02-07 19:00:00,13942.56,375864,957873,33,41,49,210,2023-03-07 19:00:00,96042,Retail,415296,Europe,JPY,39.82,13.46
Furniture,5349,725703,380969,79,939.74,493.14,2886,315,2023-01-07 20:00:00,2023-02-07 20:00:00,46917.66,265758,580558,41,65,31,607,2023-03-07 20:00:00,41780,Distributor,846010,Africa,GBP,48.23,13.71
Clothing,8102,168273,192811,51,126.65,689.22,2304,487,2023-01-07 21:00:00,2023-02-07 21:00:00,41886.84,834972,591930,95,56,-43,371,2023-03-07 21:00:00,91997,Distributor,410779,North America,USD,14.47,9.44
Toys,9000,469992,494233,19,776.4,251.15,1387,398,2023-01-07 22:00:00,2023-02-07 22:00:00,9678.67,983885,185275,79,23,44,676,2023-03-07 22:00:00,73495,Wholesale,196324,Africa,USD,49.33,1.87
Furniture,4818,646076,251957,50,390.43,125.47,3214,137,2023-01-07 23:00:00,2023-02-07 23:00:00,13370.69,576871,241279,96,68,-15,378,2023-03-07 23:00:00,13557,Wholesale,854115,Europe,GBP,49.51,7.76
Electronics,1331,780882,201351,81,812.48,339.06,1439,242,2023-01-08 00:00:00,2023-02-08 00:00:00,29485.05,247231,170217,55,30,26,230,2023-03-08 00:00:00,85745,Distributor,800877,Asia,JPY,24.58,6.23
Toys,2421,170185,146260,3,752.78,714.72,3896,110,2023-01-08 01:00:00,2023-02-08 01:00:00,21266.39,870259,149889,87,42,31,799,2023-03-08 01:00:00,86230,Wholesale,626641,Europe,GBP,40.9,11.96
Electronics,8512,824764,503476,3,636.89,271.11,3992,380,2023-01-08 02:00:00,2023-02-08 02:00:00,11480.98,365071,512406,64,68,11,977,2023-03-08 02:00:00,17381,Distributor,180163,Asia,JPY,20.8,3.33
Electronics,7890,807649,548162,92,939.83,188.06,2651,138,2023-01-08 03:00:00,2023-02-08 03:00:00,39766.67,664081,546852,24,25,-16,910,2023-03-08 03:00:00,72723,Wholesale,771169,Africa,JPY,36.74,2.11
Clothing,5931,492827,802022,31,107.93,25.05,555,155,2023-01-08 04:00:00,2023-02-08 04:00:00,1076.1,121803,353331,52,95,-24,121,2023-03-08 04:00:00,24272,Wholesale,846985,Africa,JPY,26.01,5.4
Toys,7025,763184,923450,47,800.59,563.49,1518,456,2023-01-08 05:00:00,2023-02-08 05:00:00,17820.55,578120,856534,72,20,-45,980,2023-03-08 05:00:00,10927,Wholesale,644434,Europe,EUR,35.96,1.44
Toys,5408,482968,286171,8,674.08,395.06,1830,455,2023-01-08 06:00:00,2023-02-08 06:00:00,46538.15,893171,613568,71,99,13,280,2023-03-08 06:00:00,44153,Wholesale,772238,Africa,USD,4.66,4.58
Clothing,6113,107799,293378,17,321.57,236.59,995,211,2023-01-08 07:00:00,2023-02-08 07:00:00,38277.63,713384,413535,79,30,23,836,2023-03-08 07:00:00,11000,Wholesale,335120,Asia,GBP,6.92,10.45
Furniture,9419,884492,522446,99,550.51,470.18,3741,463,2023-01-08 08:00:00,2023-02-08 08:00:00,20662.96,796692,388402,31,28,-14,435,2023-03-08 08:00:00,73230,Distributor,195762,Europe,EUR,8.12,8.97
Electronics,3881,709694,911201,91,648.18,632.06,1664,247,2023-01-08 09:00:00,2023-02-08 09:00:00,46507.69,444524,654705,97,48,-4,329,2023-03-08 09:00:00,66849,Retail,854528,Asia,GBP,45.45,2.46
Food,3865,931579,467839,45,738.91,226.48,4629,407,2023-01-08 10:00:00,2023-02-08 10:00:00,45139.36,494277,392685,87,24,-7,853,2023-03-08 10:00:00,64970,Distributor,275175,Europe,USD,33.74,6.78
Electronics,3575,882703,790574,97,195.19,549.85,552,133,2023-01-08 11:00:00,2023-02-08 11:00:00,3576.6,216181,470116,34,61,20,400,2023-03-08 11:00:00,50893,Distributor,634064,Asia,JPY,24.95,3.78
Electronics,7185,747987,132492,60,111.09,237.84,3574,400,2023-01-08 12:00:00,2023-02-08 12:00:00,7269.11,626459,353116,70,40,29,474,2023-03-08 12:00:00,45022,Retail,226138,Africa,USD,3.89,6.23
Furniture,9656,895046,950199,75,111.04,888.06,829,431,2023-01-08 13:00:00,2023-02-08 13:00:00,19974.28,775364,979673,47,51,15,689,2023-03-08 13:00:00,10127,Distributor,355168,Europe,EUR,27.65,4.27
Electronics,6741,649435,320115,21,300.93,660.49,4263,199,2023-01-08 14:00:00,2023-02-08 14:00:00,46540.48,432874,891185,60,71,-8,607,2023-03-08 14:00:00,38555,Distributor,390878,North America,GBP,8.77,0.78
Clothing,1277,438781,686761,70,162.63,544.38,2169,359,2023-01-08 15:00:00,2023-02-08 15:00:00,42366.05,112278,844108,87,68,6,787,2023-03-08 15:00:00,99052,Retail,718697,Africa,USD,12.05,10.66
Clothing,1065,992642,478231,21,540.29,159.24,648,368,2023-01-08 16:00:00,2023-02-08 16:00:00,3340.32,695599,144274,94,58,-4,317,2023-03-08 16:00:00,99751,Retail,507820,Europe,EUR,48.42,8.97
Toys,5262,120914,209015,58,442.67,529.82,4077,158,2023-01-08 17:00:00,2023-02-08 17:00:00,26104.22,941766,875246,90,40,38,945,2023-03-08 17:00:00,20790,Distributor,152822,Asia,USD,36.32,10.15
Food,6704,950131,712503,55,894.14,721.41,632,422,2023-01-08 18:00:00,2023-02-08 18:00:00,36292.41,932987,364854,87,59,39,441,2023-03-08 18:00:00,28781,Retail,170209,North America,EUR,5.31,10.77
Electronics,9594,371759,341495,28,720.23,664.71,2806,477,2023-01-08 19:00:00,2023-02-08 19:00:00,14520.21,881621,170961,67,36,39,846,2023-03-08 19:00:00,10712,Retail,258637,North America,EUR,39.4,10.57
Electronics,8989,150785,103687,81,213.75,701.33,1799,144,2023-01-08 20:00:00,2023-02-08 20:00:00,36403.7,239132,167203,18,16,-33,142,2023-03-08 20:00:00,63889,Retail,230691,North America,USD,30.79,14.08
Furniture,7255,450733,804495,82,55.27,289.43,3537,402,2023-01-08 21:00:00,2023-02-08 21:00:00,19116.55,660753,372993,91,82,-31,386,2023-03-08 21:00:00,75802,Distributor,963488,Africa,GBP,15.37,12.57
Clothing,8441,331129,557851,75,712.06,298.8,3219,305,2023-01-08 22:00:00,2023-02-08 22:00:00,14428.77,373562,328631,20,87,41,352,2023-03-08 22:00:00,18182,Distributor,189132,Africa,USD,20.92,8.46
Food,5692,551027,697688,46,847.37,487.3,1324,451,2023-01-08 23:00:00,2023-02-08 23:00:00,20235.68,998505,401067,58,72,16,626,2023-03-08 23:00:00,55254,Retail,703154,Africa,JPY,15.48,1.84
Toys,5419,441161,958095,44,703.98,254.4,1939,211,2023-01-09 00:00:00,2023-02-09 00:00:00,47589.25,905677,388028,78,10,6,378,2023-03-09 00:00:00,64838,Wholesale,775512,Asia,USD,30.96,0.03
Clothing,8960,409042,981441,89,647.36,106.15,4726,340,2023-01-09 01:00:00,2023-02-09 01:00:00,45359.42,318643,440229,97,26,49,697,2023-03-09 01:00:00,29351,Retail,638748,North America,GBP,19.82,1.19
Toys,7078,489911,936136,94,256.82,417.7,4487,467,2023-01-09 02:00:00,2023-02-09 02:00:00,45783.61,535546,255543,62,74,-50,236,2023-03-09 02:00:00,61958,Distributor,256102,North America,EUR,18.7,12.96
Furniture,2437,995850,482375,25,499.66,6.72,1264,223,2023-01-09 03:00:00,2023-02-09 03:00:00,45951.58,518645,407797,78,70,23,187,2023-03-09 03:00:00,62231,Wholesale,737880,North America,EUR,44.26,13.4
Furniture,9620,417649,507050,71,727.71,685.88,3224,258,2023-01-09 04:00:00,2023-02-09 04:00:00,9735.43,443468,801178,19,27,44,283,2023-03-09 04:00:00,60280,Distributor,333534,North America,JPY,5.37,9.37
Electronics,8032,176031,502137,49,201.44,675.97,4487,415,2023-01-09 05:00:00,2023-02-09 05:00:00,44907.01,315327,840752,11,54,33,450,2023-03-09 05:00:00,36840,Wholesale,926376,Europe,EUR,25.11,12.68
Food,6731,191818,783933,46,481.78,498.96,1071,100,2023-01-09 06:00:00,2023-02-09 06:00:00,11401.55,500671,339928,96,97,5,356,2023-03-09 06:00:00,47809,Retail,551672,North America,GBP,16.62,13.73
Toys,4378,485096,924308,91,125.86,674.12,4693,273,2023-01-09 07:00:00,2023-02-09 07:00:00,42068.65,467222,257727,41,54,-43,265,2023-03-09 07:00:00,82644,Distributor,612310,Asia,JPY,0.94,1.54
Clothing,9584,624434,890698,90,535.41,563.95,2116,389,2023-01-09 08:00:00,2023-02-09 08:00:00,27553.05,972624,549916,74,91,-3,271,2023-03-09 08:00:00,35855,Distributor,389347,Asia,GBP,11.9,2.66
Furniture,7347,795635,137713,63,577.8,629.22,2186,317,2023-01-09 09:00:00,2023-02-09 09:00:00,12758.15,275077,183892,27,29,7,157,2023-03-09 09:00:00,20776,Wholesale,275652,North America,USD,24.4,7.78
Electronics,7401,534781,122068,77,540.03,62.87,924,281,2023-01-09 10:00:00,2023-02-09 10:00:00,20527.5,804814,557497,25,67,13,668,2023-03-09 10:00:00,82195,Retail,759853,North America,USD,31.99,1.68
Electronics,7629,862430,714524,88,474.77,793.73,3132,286,2023-01-09 11:00:00,2023-02-09 11:00:00,22235.53,455367,504186,25,59,20,944,2023-03-09 11:00:00,94486,Wholesale,995509,North America,JPY,40.47,4.62
Toys,5541,209822,763726,12,591.58,581.32,3086,193,2023-01-09 12:00:00,2023-02-09 12:00:00,36925.39,704164,661862,46,47,6,987,2023-03-09 12:00:00,59002,Retail,762603,Asia,USD,41.75,3.86
Furniture,8876,332798,594071,78,996.83,551.51,2116,140,2023-01-09 13:00:00,2023-02-09 13:00:00,30695.05,168711,198850,64,22,0,232,2023-03-09 13:00:00,14395,Distributor,869967,Africa,EUR,34.34,10.97
Food,9533,102594,169384,57,626.31,351.58,2268,150,2023-01-09 14:00:00,2023-02-09 14:00:00,41022.33,935061,877185,68,49,48,291,2023-03-09 14:00:00,24101,Distributor,486057,Europe,JPY,25.03,3.5
Furniture,9324,700898,654760,73,755.04,30.18,2721,104,2023-01-09 15:00:00,2023-02-09 15:00:00,20443.44,413846,256186,64,59,-11,361,2023-03-09 15:00:00,95975,Wholesale,168332,Europe,EUR,23.47,0.97
Toys,1264,288727,758816,64,200.2,811.81,2148,443,2023-01-09 16:00:00,2023-02-09 16:00:00,37435.94,518568,136002,97,74,33,578,2023-03-09 16:00:00,50761,Retail,677082,Asia,USD,43.99,13.51
Toys,2434,520647,315750,31,534.72,887.17,1262,493,2023-01-09 17:00:00,2023-02-09 17:00:00,39847.42,653414,456369,63,85,-48,948,2023-03-09 17:00:00,57120,Distributor,991903,Europe,JPY,44.85,1.85
Furniture,6327,313756,243103,4,17.43,727.97,4542,265,2023-01-09 18:00:00,2023-02-09 18:00:00,4094.07,110897,654902,92,42,12,259,2023-03-09 18:00:00,85911,Wholesale,862172,Europe,EUR,8.78,9.06
Toys,6097,746812,185675,54,41.14,823.96,2409,293,2023-01-09 19:00:00,2023-02-09 19:00:00,19406.27,986701,636925,49,73,-40,829,2023-03-09 19:00:00,15048,Distributor,853519,Asia,GBP,22.08,12.74
Furniture,2660,712485,775386,83,329.26,113.26,1692,246,2023-01-09 20:00:00,2023-02-09 20:00:00,44413.49,259463,807087,10,53,7,853,2023-03-09 20:00:00,93497,Wholesale,338375,Africa,USD,40.04,11.13
Clothing,6692,782931,665175,65,471.93,120.16,1281,265,2023-01-09 21:00:00,2023-02-09 21:00:00,35543.82,193184,922588,20,46,25,898,2023-03-09 21:00:00,79033,Retail,379137,Asia,JPY,32.33,6.3
Furniture,3354,602912,259849,93,579.88,792.25,2526,475,2023-01-09 22:00:00,2023-02-09 22:00:00,21503.87,637840,200728,92,21,-5,723,2023-03-09 22:00:00,86021,Wholesale,356390,Asia,EUR,17.32,10.05
Furniture,9457,559187,232732,6,889.12,56.47,3391,333,2023-01-09 23:00:00,2023-02-09 23:00:00,9965.74,811813,251933,14,94,-39,218,2023-03-09 23:00:00,86487,Retail,823268,Africa,EUR,21.34,10.76
Toys,7461,948229,389295,65,774.04,88.42,4474,149,2023-01-10 00:00:00,2023-02-10 00:00:00,5733.93,497005,887185,30,75,-43,893,2023-03-10 00:00:00,23531,Distributor,442932,Europe,EUR,48.09,8.17
Toys,8044,668225,386757,89,306.98,736.08,3126,433,2023-01-10 01:00:00,2023-02-10 01:00:00,12238.19,100727,676289,64,15,-6,822,2023-03-10 01:00:00,22948,Distributor,683046,Europe,JPY,38.7,14.22
Electronics,6497,815003,165266,91,746.05,503.49,4493,447,2023-01-10 02:00:00,2023-02-10 02:00:00,12989.93,823449,756512,29,73,35,279,2023-03-10 02:00:00,38266,Retail,351195,Asia,EUR,30.51,14.05
Electronics,5549,575270,309816,22,553.9,355.6,929,261,2023-01-10 03:00:00,2023-02-10 03:00:00,19162.44,560496,220904,91,11,33,812,2023-03-10 03:00:00,24659,Distributor,446496,North America,USD,49.25,10.9
Clothing,7334,587242,733308,17,781.39,500.34,1452,487,2023-01-10 04:00:00,2023-02-10 04:00:00,9669.16,512240,358531,32,96,-36,419,2023-03-10 04:00:00,44466,Distributor,528223,North America,GBP,39.04,12.52
Electronics,7010,841898,416882,59,416.94,791.48,3695,160,2023-01-10 05:00:00,2023-02-10 05:00:00,8156.33,253835,429195,92,59,-2,795,2023-03-10 05:00:00,95075,Wholesale,909376,Europe,EUR,10.85,12.5
Furniture,5926,862659,801137,29,100.97,682.63,1697,466,2023-01-10 06:00:00,2023-02-10 06:00:00,42356.33,965812,832867,19,73,-20,274,2023-03-10 06:00:00,60696,Retail,773304,Africa,USD,12.35,11.73
Toys,7065,422195,654990,67,622.3,623.99,3195,444,2023-01-10 07:00:00,2023-02-10 07:00:00,13227.37,262594,566348,57,26,-5,491,2023-03-10 07:00:00,88207,Distributor,497099,Asia,GBP,38.46,11.96
Electronics,3179,561118,319450,17,561.47,879.31,4011,346,2023-01-10 08:00:00,2023-02-10 08:00:00,28518.66,396121,760095,54,78,43,872,2023-03-10 08:00:00,16638,Distributor,718217,Europe,EUR,3.51,5.0
Electronics,5967,440047,224188,2,954.07,471.57,4469,346,2023-01-10 09:00:00,2023-02-10 09:00:00,10765.68,466457,496601,43,19,-11,150,2023-03-10 09:00:00,41773,Wholesale,809527,North America,GBP,49.11,6.18
Clothing,1634,701278,701551,32,170.51,10.66,4967,319,2023-01-10 10:00:00,2023-02-10 10:00:00,25095.92,417232,984243,70,84,-20,856,2023-03-10 10:00:00,71357,Retail,766397,North America,JPY,35.0,6.66
Clothing,4631,961636,359751,22,659.57,388.98,786,457,2023-01-10 11:00:00,2023-02-10 11:00:00,14558.89,462209,224396,73,49,-31,462,2023-03-10 11:00:00,14669,Wholesale,496253,North America,GBP,7.5,8.5
Furniture,5677,431095,492455,97,479.33,91.43,4570,492,2023-01-10 12:00:00,2023-02-10 12:00:00,5253.18,581484,470569,52,40,-49,888,2023-03-10 12:00:00,43204,Wholesale,834208,Asia,JPY,47.74,12.08
Toys,3218,721597,736513,58,385.13,109.23,3662,279,2023-01-10 13:00:00,2023-02-10 13:00:00,49126.62,581421,899021,94,76,-45,890,2023-03-10 13:00:00,73408,Distributor,660019,Africa,USD,47.27,10.48
